Number_of_Riders,Number_of_Drivers,Location_Category,Customer_Loyalty_Status,Number_of_Past_Rides,Average_Ratings,Time_of_Booking,Vehicle_Type,Expected_Ride_Duration,Historical_Cost_of_Ride,d_s_ratio,demand_class,supply_class,demand_metric,supply_metric,predicted_price_pca
36,18,Suburban,Gold,15,4.21,Afternoon,Economy,86,280.5240757,2.0,low_demand,low_supply,0.9,1.6363636363636365,305.2937896056835
42,25,Suburban,Silver,44,4.99,Morning,Premium,122,565.9834811,1.68,low_demand,low_supply,1.05,2.272727272727273,477.55260901294565
29,14,Rural,Gold,2,4.69,Night,Premium,180,828.2131346,2.07,low_demand,low_supply,0.725,1.2727272727272727,678.0505148827667
52,16,Urban,Silver,63,4.13,Morning,Economy,49,132.8468058,3.25,low_demand,low_supply,1.3,1.4545454545454546,169.77406956477918
37,6,Rural,Gold,59,4.73,Evening,Economy,20,86.17345484,6.17,low_demand,low_supply,0.925,0.5454545454545454,63.13048922136761
91,17,Rural,Gold,21,4.84,Afternoon,Premium,149,545.3868063,5.35,high_demand,low_supply,1.123456790123457,1.5454545454545454,569.0118049569171
29,8,Rural,Silver,79,4.26,Morning,Premium,133,531.0619846,3.62,low_demand,low_supply,0.725,0.7272727272727273,507.0253128998966
62,45,Rural,Regular,87,4.74,Afternoon,Premium,20,108.6023565,1.38,low_demand,high_supply,1.55,1.1842105263157894,108.9278583316547
69,7,Urban,Regular,51,4.56,Afternoon,Premium,103,462.6630441,9.86,low_demand,low_supply,1.725,0.6363636363636364,394.759454245745
32,14,Suburban,Silver,80,3.56,Afternoon,Premium,80,254.9510771,2.29,low_demand,low_supply,0.8,1.2727272727272727,323.8727729849652
78,31,Urban,Gold,6,3.78,Evening,Premium,64,271.012665,2.52,low_demand,low_supply,1.95,2.8181818181818183,271.53435210352905
53,10,Rural,Silver,10,3.58,Evening,Economy,168,424.4884285,5.3,low_demand,low_supply,1.325,0.9090909090909091,585.9637969115624
60,50,Suburban,Silver,54,4.57,Afternoon,Premium,38,151.7772865,1.2,low_demand,high_supply,1.5,1.3157894736842106,172.4461748059435
97,58,Urban,Gold,1,4.11,Morning,Premium,83,383.0749064,1.67,high_demand,high_supply,1.1975308641975309,1.5263157894736843,332.9127660349953
87,77,Urban,Gold,12,3.56,Night,Premium,11,97.78450586,1.13,high_demand,high_supply,1.0740740740740742,2.026315789473684,84.4873876546913
74,20,Rural,Silver,68,4.36,Night,Economy,32,119.5940733,3.7,low_demand,low_supply,1.85,1.8181818181818181,112.42371599888463
90,58,Urban,Gold,1,4.7,Afternoon,Premium,21,126.5727707,1.55,high_demand,high_supply,1.1111111111111112,1.5263157894736843,115.79199290752766
21,8,Rural,Regular,69,4.24,Afternoon,Premium,176,829.5343799,2.62,low_demand,low_supply,0.525,0.7272727272727273,660.8427765032884
70,35,Urban,Silver,35,4.9,Night,Premium,108,418.8153495,2.0,low_demand,low_supply,1.75,3.1818181818181817,432.3014097305206
37,7,Suburban,Regular,1,3.92,Evening,Economy,62,233.2131028,5.29,low_demand,low_supply,0.925,0.6363636363636364,210.71754241026355
30,11,Rural,Gold,93,3.56,Night,Premium,155,701.1414725,2.73,low_demand,low_supply,0.75,1.0,587.5743264615692
64,22,Urban,Regular,26,4.24,Evening,Premium,115,388.7296675,2.91,low_demand,low_supply,1.6,2.0,446.72847116012986
40,23,Urban,Silver,6,3.96,Night,Economy,178,528.6080729,1.74,low_demand,low_supply,1.0,2.090909090909091,632.3025806400342
28,18,Urban,Gold,100,3.62,Afternoon,Premium,92,382.0384386,1.56,low_demand,low_supply,0.7,1.6363636363636365,369.2250088906692
85,19,Rural,Gold,17,3.69,Morning,Economy,164,587.3312643,4.47,high_demand,low_supply,1.0493827160493827,1.7272727272727273,580.5204491744939
92,77,Urban,Gold,100,4.26,Night,Economy,47,167.7398193,1.19,high_demand,high_supply,1.1358024691358024,2.026315789473684,169.03006263508982
93,56,Suburban,Regular,56,4.65,Evening,Premium,86,304.8360145,1.66,high_demand,high_supply,1.1481481481481481,1.4736842105263157,342.98273059640053
36,25,Rural,Regular,26,3.57,Afternoon,Economy,122,354.154098,1.44,low_demand,low_supply,0.9,2.272727272727273,438.60515331618524
94,50,Suburban,Regular,88,4.95,Night,Premium,49,250.4603273,1.88,high_demand,high_supply,1.1604938271604939,1.3157894736842106,212.80466640436248
27,8,Rural,Gold,48,4.18,Afternoon,Economy,167,495.2197782,3.38,low_demand,low_supply,0.675,0.7272727272727273,586.2066423367219
86,41,Rural,Regular,96,4.5,Morning,Premium,68,301.5483736,2.1,high_demand,high_supply,1.0617283950617284,1.0789473684210527,278.81140325763096
22,11,Rural,Regular,39,4.63,Evening,Economy,101,433.0345436,2.0,low_demand,low_supply,0.55,1.0,354.3863727007308
95,56,Rural,Silver,86,3.79,Morning,Premium,147,671.4712089,1.7,high_demand,high_supply,1.1728395061728396,1.4736842105263157,560.0172711574825
99,89,Urban,Silver,63,4.84,Afternoon,Economy,16,49.71329086,1.11,high_demand,high_supply,1.2222222222222223,2.3421052631578947,61.95146573051062
22,8,Rural,Regular,4,4.84,Morning,Economy,122,408.12977,2.75,low_demand,low_supply,0.55,0.7272727272727273,427.01988533797174
100,85,Suburban,Silver,59,4.46,Evening,Economy,110,329.4837131,1.18,high_demand,high_supply,1.2345679012345678,2.236842105263158,391.13877165591646
61,38,Rural,Silver,100,4.34,Evening,Premium,78,383.3178042,1.61,low_demand,low_supply,1.525,3.4545454545454546,329.8348720344807
33,18,Suburban,Gold,7,4.01,Night,Economy,105,313.068157,1.83,low_demand,low_supply,0.825,1.6363636363636365,372.49802952982577
39,22,Rural,Gold,63,3.87,Evening,Premium,170,706.6896359,1.77,low_demand,low_supply,0.975,2.0,645.619492793873
37,5,Urban,Silver,75,3.88,Evening,Premium,26,142.6153122,7.4,low_demand,low_supply,0.925,0.45454545454545453,124.02666638548172
95,53,Suburban,Silver,6,4.01,Afternoon,Premium,158,708.8224028,1.79,high_demand,high_supply,1.1728395061728396,1.394736842105263,598.0264064836201
28,6,Suburban,Gold,54,4.03,Afternoon,Premium,168,593.065918,4.67,low_demand,low_supply,0.7,0.5454545454545454,628.9975357075648
66,17,Urban,Gold,84,4.47,Night,Economy,139,604.3834015,3.88,low_demand,low_supply,1.65,1.5454545454545454,487.0379765864634
60,11,Suburban,Gold,18,4.29,Evening,Economy,26,100.2582627,5.45,low_demand,low_supply,1.5,1.0,83.65036478923815
94,34,Suburban,Gold,99,4.54,Afternoon,Premium,155,685.7612505,2.76,high_demand,low_supply,1.1604938271604939,3.090909090909091,600.9933880706578
63,12,Urban,Silver,54,4.47,Evening,Premium,140,446.4130123,5.25,low_demand,low_supply,1.575,1.0909090909090908,527.8093332156477
38,8,Suburban,Silver,59,4.44,Night,Premium,75,291.1079368,4.75,low_demand,low_supply,0.95,0.7272727272727273,300.92289813321787
35,21,Suburban,Silver,13,4.14,Morning,Premium,36,193.6423939,1.67,low_demand,low_supply,0.875,1.9090909090909092,172.2352637589688
83,64,Suburban,Gold,78,4.01,Evening,Economy,109,304.52613,1.3,high_demand,high_supply,1.0246913580246915,1.6842105263157894,384.3063901399717
62,14,Rural,Silver,33,4.23,Morning,Premium,85,386.8349333,4.43,low_demand,low_supply,1.55,1.2727272727272727,337.7817886361454
88,48,Urban,Gold,52,4.52,Night,Economy,92,230.8325858,1.83,high_demand,high_supply,1.0864197530864197,1.263157894736842,321.94022770582535
68,11,Rural,Silver,89,3.66,Evening,Economy,93,333.9106727,6.18,low_demand,low_supply,1.7,1.0,320.207039262316
84,64,Urban,Regular,34,4.13,Evening,Premium,99,353.8098039,1.31,high_demand,high_supply,1.037037037037037,1.6842105263157894,390.70250128743515
40,10,Urban,Regular,60,3.87,Night,Premium,79,293.1981343,4.0,low_demand,low_supply,1.0,0.9090909090909091,315.83492081868377
93,20,Urban,Regular,38,4.78,Afternoon,Premium,144,447.0830688,4.65,high_demand,low_supply,1.1481481481481481,1.8181818181818181,551.7581133726613
57,44,Urban,Gold,78,3.53,Evening,Economy,153,584.888885,1.3,low_demand,high_supply,1.425,1.1578947368421053,532.8581058121455
67,16,Suburban,Gold,24,4.52,Evening,Premium,150,488.1872512,4.19,low_demand,low_supply,1.675,1.4545454545454546,565.8358482419478
68,16,Urban,Silver,91,4.49,Night,Economy,77,246.7577555,4.25,low_demand,low_supply,1.7,1.4545454545454546,267.3735441004927
38,22,Urban,Gold,60,3.6,Morning,Premium,104,312.1731588,1.73,low_demand,low_supply,0.95,2.0,412.03171626119104
49,28,Urban,Silver,61,3.9,Evening,Premium,172,576.2811193,1.75,low_demand,low_supply,1.225,2.5454545454545454,654.0557866376404
98,59,Urban,Regular,55,4.6,Morning,Economy,100,381.3912054,1.66,high_demand,high_supply,1.2098765432098766,1.5526315789473684,350.90507514384495
47,9,Suburban,Gold,38,4.06,Morning,Economy,141,543.7702542,5.22,low_demand,low_supply,1.175,0.8181818181818182,490.2424431022542
27,11,Urban,Regular,97,4.78,Evening,Premium,137,472.5224038,2.45,low_demand,low_supply,0.675,1.0,521.1713046653779
59,29,Urban,Regular,68,4.4,Night,Premium,88,286.0589701,2.03,low_demand,low_supply,1.475,2.6363636363636362,358.8481200455635
56,20,Urban,Regular,74,4.05,Evening,Economy,25,88.95619552,2.8,low_demand,low_supply,1.4,1.8181818181818181,86.76340815909163
50,39,Urban,Gold,62,3.95,Morning,Premium,135,646.9811779,1.28,low_demand,high_supply,1.25,1.0263157894736843,512.0769095405326
93,37,Urban,Gold,37,4.75,Night,Economy,76,292.9246564,2.51,high_demand,low_supply,1.1481481481481481,3.3636363636363638,281.88457917772894
46,22,Rural,Regular,97,3.51,Morning,Economy,100,395.7698468,2.09,low_demand,low_supply,1.15,2.0,356.43018446014895
56,19,Suburban,Silver,16,4.46,Evening,Premium,86,279.6798101,2.95,low_demand,low_supply,1.4,1.7272727272727273,343.69299201159714
37,16,Suburban,Gold,8,4.5,Evening,Economy,46,192.5029774,2.31,low_demand,low_supply,0.925,1.4545454545454546,160.7878088485666
85,58,Urban,Regular,85,4.1,Night,Premium,92,351.7702933,1.47,high_demand,high_supply,1.0493827160493827,1.5263157894736843,366.3385438636436
27,7,Urban,Regular,89,3.6,Morning,Premium,120,555.4019371,3.86,low_demand,low_supply,0.675,0.6363636363636364,459.05089798342857
44,16,Rural,Silver,31,3.96,Night,Premium,122,395.378157,2.75,low_demand,low_supply,1.1,1.4545454545454546,472.977801814938
75,51,Suburban,Regular,68,3.65,Afternoon,Premium,66,261.5103068,1.47,low_demand,high_supply,1.875,1.3421052631578947,269.47100732037586
21,11,Urban,Gold,46,3.84,Morning,Economy,103,397.5648404,1.91,low_demand,low_supply,0.525,1.0,360.64390484274105
42,29,Suburban,Silver,67,4.59,Morning,Premium,153,735.2764383,1.45,low_demand,low_supply,1.05,2.6363636363636362,589.7847223244453
25,15,Suburban,Silver,100,4.9,Night,Premium,94,289.4570095,1.67,low_demand,low_supply,0.625,1.3636363636363635,374.68250136484414
67,46,Suburban,Regular,92,4.72,Morning,Economy,32,97.67500136,1.46,low_demand,high_supply,1.675,1.2105263157894737,106.3113405248302
29,6,Suburban,Silver,24,4.37,Afternoon,Economy,50,197.4639216,4.83,low_demand,low_supply,0.725,0.5454545454545454,170.55154966349426
100,70,Urban,Gold,42,4.9,Night,Premium,167,762.8822843,1.43,high_demand,high_supply,1.2345679012345678,1.8421052631578947,632.4242000637191
37,10,Suburban,Gold,27,4.26,Afternoon,Economy,143,512.4493927,3.7,low_demand,low_supply,0.925,0.9090909090909091,500.42923928730363
31,14,Urban,Gold,37,4.3,Night,Premium,103,484.4661864,2.21,low_demand,low_supply,0.775,1.2727272727272727,404.54360076908415
49,12,Suburban,Silver,30,4.37,Afternoon,Premium,84,353.0184088,4.08,low_demand,low_supply,1.225,1.0909090909090908,334.33244983501754
42,19,Rural,Regular,56,4.84,Evening,Premium,144,539.7316715,2.21,low_demand,low_supply,1.05,1.7272727272727273,551.3569397282172
61,5,Rural,Regular,48,4.15,Morning,Economy,29,114.1636548,12.2,low_demand,low_supply,1.525,0.45454545454545453,91.77306095059959
24,7,Suburban,Gold,85,4.36,Night,Economy,169,521.408046,3.43,low_demand,low_supply,0.6,0.6363636363636364,591.4514239800527
20,10,Rural,Regular,18,4.28,Evening,Premium,123,450.3878805,2.0,low_demand,low_supply,0.5,0.9090909090909091,473.63411354975966
22,9,Urban,Silver,36,4.51,Evening,Premium,10,82.69156896,2.44,low_demand,low_supply,0.55,0.8181818181818182,72.42755390143668
98,87,Suburban,Regular,59,4.26,Afternoon,Economy,13,34.57409278,1.13,high_demand,high_supply,1.2098765432098766,2.289473684210526,51.39837851879588
30,14,Urban,Silver,64,4.45,Afternoon,Economy,147,535.1718879,2.14,low_demand,low_supply,0.75,1.2727272727272727,517.9532216830835
32,13,Urban,Regular,75,4.56,Evening,Premium,111,333.4011668,2.46,low_demand,low_supply,0.8,1.1818181818181819,430.2631109112618
22,12,Urban,Silver,49,4.88,Night,Premium,35,179.8388199,1.83,low_demand,low_supply,0.55,1.0909090909090908,164.41938215372772
62,8,Urban,Silver,13,4.2,Night,Premium,65,241.9912178,7.75,low_demand,low_supply,1.55,0.7272727272727273,262.15806422733
51,27,Urban,Gold,8,4.31,Night,Economy,92,369.3803924,1.89,low_demand,low_supply,1.275,2.4545454545454546,330.43392491836437
85,74,Suburban,Regular,82,3.92,Evening,Premium,177,704.3001292,1.15,high_demand,high_supply,1.0493827160493827,1.9473684210526316,668.2299807105273
28,9,Urban,Silver,26,3.95,Night,Premium,114,466.9720738,3.11,low_demand,low_supply,0.7,0.8181818181818182,440.11736114865994
93,70,Suburban,Silver,21,3.81,Evening,Economy,12,41.12164472,1.33,high_demand,high_supply,1.1481481481481481,1.8421052631578947,42.789289098060294
36,9,Suburban,Silver,53,4.46,Night,Premium,127,404.0297998,4.0,low_demand,low_supply,0.9,0.8181818181818182,485.31596169643973
80,22,Rural,Gold,17,4.4,Morning,Economy,141,423.754418,3.64,low_demand,low_supply,2.0,2.0,496.63592525630327
60,24,Rural,Regular,18,4.16,Morning,Premium,45,165.7246625,2.5,low_demand,low_supply,1.5,2.1818181818181817,204.18271482477914
97,45,Urban,Silver,90,3.71,Morning,Premium,151,578.8213878,2.16,high_demand,high_supply,1.1975308641975309,1.1842105263157894,570.0383749722538
53,14,Suburban,Silver,24,3.99,Afternoon,Premium,161,707.4493979,3.79,low_demand,low_supply,1.325,1.2727272727272727,606.8489698613062
79,22,Rural,Silver,53,3.96,Evening,Premium,126,542.809573,3.59,low_demand,low_supply,1.975,2.0,485.2409144901122
44,24,Urban,Silver,55,4.08,Afternoon,Premium,137,513.9900767,1.83,low_demand,low_supply,1.1,2.1818181818181817,530.2086515020401
34,12,Suburban,Regular,3,4.83,Night,Premium,62,298.35562,2.83,low_demand,low_supply,0.85,1.0909090909090908,258.4794436889893
55,12,Urban,Silver,96,4.66,Morning,Premium,48,183.2701657,4.58,low_demand,low_supply,1.375,1.0909090909090908,205.08144027279377
49,29,Suburban,Regular,35,4.8,Evening,Premium,160,468.3069202,1.69,low_demand,low_supply,1.225,2.6363636363636362,612.835593300026
72,54,Rural,Regular,68,3.85,Afternoon,Economy,74,220.4983368,1.33,low_demand,high_supply,1.8,1.4210526315789473,257.86576192303176
72,27,Urban,Gold,76,3.97,Morning,Premium,70,265.9466151,2.67,low_demand,low_supply,1.8,2.4545454545454546,291.315777200452
99,6,Suburban,Gold,49,4.32,Afternoon,Economy,113,311.4894374,16.5,high_demand,low_supply,1.2222222222222223,0.5454545454545454,390.18329789676693
21,10,Rural,Regular,22,4.42,Morning,Economy,151,647.8477765,2.1,low_demand,low_supply,0.525,0.9090909090909091,530.8819039155242
50,25,Urban,Silver,89,4.74,Afternoon,Economy,107,383.914142,2.0,low_demand,low_supply,1.25,2.272727272727273,382.2253600104456
61,35,Rural,Silver,4,4.77,Morning,Premium,115,557.9161858,1.74,low_demand,low_supply,1.525,3.1818181818181817,458.90257494811976
24,5,Rural,Silver,57,4.96,Night,Premium,70,228.7960084,4.8,low_demand,low_supply,0.6,0.45454545454545453,284.20906939828654
31,17,Rural,Silver,71,4.46,Evening,Premium,55,237.7686221,1.82,low_demand,low_supply,0.775,1.5454545454545454,237.42207412727154
35,20,Suburban,Regular,62,3.55,Afternoon,Economy,117,297.0874039,1.75,low_demand,low_supply,0.875,1.8181818181818181,416.21008196778575
74,30,Urban,Regular,97,3.9,Evening,Economy,179,794.3231511,2.47,low_demand,low_supply,1.85,2.727272727272727,634.83661392722
94,61,Urban,Regular,12,4.95,Evening,Premium,133,563.8497972,1.54,high_demand,high_supply,1.1604938271604939,1.605263157894737,509.357464084541
44,11,Rural,Silver,31,3.92,Afternoon,Premium,110,339.2870735,4.0,low_demand,low_supply,1.1,1.0,427.23877470127195
84,37,Urban,Gold,3,3.83,Evening,Premium,69,248.9476554,2.27,high_demand,low_supply,1.037037037037037,3.3636363636363638,298.2396477756807
27,12,Suburban,Regular,39,4.51,Morning,Premium,55,279.2686999,2.25,low_demand,low_supply,0.675,1.0909090909090908,233.7833190062235
59,36,Suburban,Regular,43,3.74,Evening,Premium,25,145.0422383,1.64,low_demand,low_supply,1.475,3.272727272727273,140.4349959712122
82,20,Urban,Regular,59,3.99,Night,Premium,45,241.8259565,4.1,high_demand,low_supply,1.0123456790123457,1.8181818181818181,203.0754337563926
24,10,Urban,Gold,24,4.09,Morning,Premium,97,430.6098548,2.4,low_demand,low_supply,0.6,0.9090909090909091,380.48374332761495
84,67,Suburban,Regular,48,4.87,Night,Economy,81,219.9937068,1.25,high_demand,high_supply,1.037037037037037,1.763157894736842,287.75542702740006
52,9,Suburban,Regular,24,4.19,Morning,Economy,102,366.7282586,5.78,low_demand,low_supply,1.3,0.8181818181818182,352.0360349230755
38,12,Rural,Silver,44,4.85,Evening,Economy,110,356.8814026,3.17,low_demand,low_supply,0.95,1.0909090909090908,384.779500126483
26,12,Urban,Regular,80,4.27,Afternoon,Economy,134,441.4714773,2.17,low_demand,low_supply,0.65,1.0909090909090908,471.17346276238743
61,39,Suburban,Regular,82,4.49,Morning,Premium,46,230.1431448,1.56,low_demand,high_supply,1.525,1.0263157894736843,197.11870544799928
87,41,Rural,Gold,97,4.27,Afternoon,Premium,37,158.89198,2.12,high_demand,high_supply,1.0740740740740742,1.0789473684210527,170.5198189715572
98,46,Suburban,Gold,55,4.71,Evening,Economy,173,766.9193242,2.13,high_demand,high_supply,1.2098765432098766,1.2105263157894737,605.3173103617153
24,13,Urban,Silver,54,4.09,Morning,Economy,161,466.7229822,1.85,low_demand,low_supply,0.6,1.1818181818181819,566.2744377918985
44,8,Urban,Gold,43,3.82,Night,Economy,86,233.5066238,5.5,low_demand,low_supply,1.1,0.7272727272727273,296.44676985520954
71,59,Urban,Regular,71,4.47,Evening,Economy,31,104.1037338,1.2,low_demand,high_supply,1.775,1.5526315789473684,103.87092577098076
91,59,Urban,Silver,68,4.77,Night,Economy,15,38.33576819,1.54,high_demand,high_supply,1.123456790123457,1.5526315789473684,52.45995083669948
32,14,Urban,Gold,75,4.49,Night,Economy,177,761.0167601,2.29,low_demand,low_supply,0.8,1.2727272727272727,623.3078980417912
79,24,Urban,Silver,0,4.26,Evening,Economy,82,284.8625063,3.29,low_demand,low_supply,1.975,2.1818181818181817,287.7199615196305
73,27,Urban,Regular,55,4.27,Morning,Premium,50,216.0601959,2.7,low_demand,low_supply,1.825,2.4545454545454546,220.64342547886264
32,16,Rural,Silver,80,4.78,Morning,Economy,11,39.3737012,2.0,low_demand,low_supply,0.8,1.4545454545454546,39.99329083649985
22,10,Rural,Silver,5,4.44,Morning,Premium,129,471.7821019,2.2,low_demand,low_supply,0.55,0.9090909090909091,495.2694972889278
35,19,Urban,Silver,45,4.99,Afternoon,Economy,159,508.6730025,1.84,low_demand,low_supply,0.875,1.7272727272727273,563.2443820736468
24,10,Suburban,Regular,79,4.3,Night,Economy,24,95.11851082,2.4,low_demand,low_supply,0.6,0.9090909090909091,82.18472683842828
67,31,Rural,Gold,64,3.62,Night,Economy,169,735.1444901,2.16,low_demand,low_supply,1.675,2.8181818181818183,604.4986589133757
100,73,Urban,Silver,95,3.98,Night,Premium,100,456.603073,1.37,high_demand,high_supply,1.2345679012345678,1.9210526315789473,396.7336512976327
66,16,Urban,Silver,94,4.52,Morning,Economy,34,122.2418752,4.12,low_demand,low_supply,1.65,1.4545454545454546,115.05242191537289
96,36,Urban,Regular,57,4.06,Evening,Premium,139,599.8171406,2.67,high_demand,low_supply,1.1851851851851851,3.272727272727273,543.6484305934866
60,8,Urban,Regular,68,4.84,Morning,Premium,144,438.5186068,7.5,low_demand,low_supply,1.5,0.7272727272727273,540.147642899746
92,31,Rural,Silver,54,3.91,Night,Premium,148,516.1330392,2.97,high_demand,low_supply,1.1358024691358024,2.8181818181818183,575.33850233332
92,49,Urban,Silver,9,4.23,Evening,Premium,89,397.4831041,1.88,high_demand,high_supply,1.1358024691358024,1.2894736842105263,351.7809624639047
56,37,Urban,Silver,27,4.12,Afternoon,Premium,68,317.8400261,1.51,low_demand,low_supply,1.4,3.3636363636363638,294.67616578765296
88,71,Rural,Regular,42,4.87,Afternoon,Premium,109,330.7836403,1.24,high_demand,high_supply,1.0864197530864197,1.868421052631579,430.68589852626616
87,47,Rural,Silver,6,4.54,Morning,Premium,162,743.3166378,1.85,high_demand,high_supply,1.0740740740740742,1.236842105263158,611.5535103117406
85,6,Suburban,Gold,92,4.11,Afternoon,Economy,73,274.1712773,14.17,high_demand,low_supply,1.0493827160493827,0.5454545454545454,249.9939181392447
98,54,Rural,Regular,34,4.57,Evening,Premium,113,462.4075929,1.81,high_demand,high_supply,1.2098765432098766,1.4210526315789473,438.75239078104096
28,14,Rural,Regular,24,4.2,Afternoon,Economy,147,533.0802632,2.0,low_demand,low_supply,0.7,1.2727272727272727,519.8705950916001
36,9,Suburban,Silver,22,3.51,Night,Premium,37,143.2178422,4.0,low_demand,low_supply,0.9,0.8181818181818182,167.87364139170015
20,8,Suburban,Silver,38,4.82,Night,Premium,155,574.9456425,2.5,low_demand,low_supply,0.5,0.7272727272727273,585.4268992848582
94,36,Rural,Regular,41,4.57,Morning,Economy,76,215.7417616,2.61,high_demand,low_supply,1.1604938271604939,3.272727272727273,281.8425369994436
94,82,Suburban,Gold,48,4.92,Morning,Premium,20,129.7685299,1.15,high_demand,high_supply,1.1604938271604939,2.1578947368421053,116.29887846643649
70,7,Urban,Regular,13,4.09,Afternoon,Economy,117,321.0007658,10.0,low_demand,low_supply,1.75,0.6363636363636364,401.8955379819591
90,71,Suburban,Regular,37,3.51,Morning,Premium,32,172.592775,1.27,high_demand,high_supply,1.1111111111111112,1.868421052631579,156.57926419008584
42,10,Urban,Silver,56,4.01,Night,Premium,95,455.2097852,4.2,low_demand,low_supply,1.05,0.9090909090909091,372.00988334289866
44,18,Suburban,Gold,88,3.67,Night,Premium,50,199.8397441,2.44,low_demand,low_supply,1.1,1.6363636363636365,219.19396669724173
60,16,Suburban,Regular,28,3.91,Evening,Economy,105,281.0970651,3.75,low_demand,low_supply,1.5,1.4545454545454546,365.90776634267695
26,5,Rural,Silver,7,4.75,Afternoon,Premium,140,413.5480019,5.2,low_demand,low_supply,0.65,0.45454545454545453,531.0496267627007
79,13,Rural,Regular,6,4.63,Afternoon,Economy,38,134.0943259,6.08,low_demand,low_supply,1.975,1.1818181818181819,128.07964874021923
26,8,Rural,Gold,65,3.58,Night,Premium,89,378.5039616,3.25,low_demand,low_supply,0.65,0.7272727272727273,353.13359483755977
62,7,Urban,Silver,2,4.71,Morning,Premium,28,162.0535855,8.86,low_demand,low_supply,1.55,0.6363636363636364,130.01781823093165
42,16,Rural,Gold,33,3.63,Morning,Economy,166,513.1161278,2.62,low_demand,low_supply,1.05,1.4545454545454546,585.4033703781903
57,16,Urban,Regular,0,3.95,Afternoon,Economy,97,308.6385555,3.56,low_demand,low_supply,1.425,1.4545454545454546,339.54223724035404
33,13,Rural,Gold,34,4.78,Morning,Economy,66,239.0885465,2.54,low_demand,low_supply,0.825,1.1818181818181819,231.68805379729307
22,10,Rural,Regular,26,4.97,Morning,Economy,170,562.1650161,2.2,low_demand,low_supply,0.55,0.9090909090909091,597.7678909926553
67,44,Urban,Regular,27,4.69,Morning,Economy,129,467.0198949,1.52,low_demand,high_supply,1.675,1.1578947368421053,447.64247177433396
62,15,Suburban,Silver,15,4.28,Night,Economy,73,327.4333417,4.13,low_demand,low_supply,1.55,1.3636363636363635,253.70269433213798
95,49,Rural,Regular,92,4.27,Night,Premium,99,332.0936161,1.94,high_demand,high_supply,1.1728395061728396,1.2894736842105263,390.16371019299925
61,36,Urban,Silver,72,4.64,Night,Premium,109,457.0853189,1.69,low_demand,low_supply,1.525,3.272727272727273,437.7177889203649
48,12,Rural,Silver,25,4.26,Night,Economy,180,552.8162271,4.0,low_demand,low_supply,1.2,1.0909090909090908,632.0281975319936
93,59,Rural,Regular,30,4.11,Afternoon,Premium,89,281.0521289,1.58,high_demand,high_supply,1.1481481481481481,1.5526315789473684,357.3126343534905
59,18,Urban,Gold,67,3.86,Morning,Economy,98,288.345153,3.28,low_demand,low_supply,1.475,1.6363636363636365,343.14191497909616
95,73,Urban,Regular,20,3.59,Evening,Premium,138,666.824206,1.3,high_demand,high_supply,1.1728395061728396,1.9210526315789473,529.4396337588478
71,33,Suburban,Regular,4,4.88,Evening,Premium,109,436.0192373,2.15,low_demand,low_supply,1.775,3.0,432.99097617096896
20,7,Suburban,Gold,71,3.83,Morning,Premium,51,248.2203068,2.86,low_demand,low_supply,0.5,0.6363636363636364,216.9684815060426
23,7,Urban,Gold,96,3.97,Afternoon,Premium,165,493.233884,3.29,low_demand,low_supply,0.575,0.6363636363636364,619.4041798670034
80,69,Suburban,Silver,94,4.44,Night,Economy,74,291.5110821,1.16,low_demand,high_supply,2.0,1.8157894736842106,258.4913496392034
58,10,Urban,Gold,51,4.27,Night,Premium,138,459.0606515,5.8,low_demand,low_supply,1.45,0.9090909090909091,521.6029476932523
71,25,Urban,Gold,72,4.46,Evening,Economy,169,603.9358824,2.84,low_demand,low_supply,1.775,2.272727272727273,596.3404995690231
69,26,Rural,Gold,48,4.28,Evening,Premium,175,502.6040622,2.65,low_demand,low_supply,1.725,2.3636363636363638,662.2576306234762
89,54,Suburban,Gold,48,4.38,Afternoon,Economy,24,74.78832689,1.65,high_demand,high_supply,1.0987654320987654,1.4210526315789473,83.86909282569889
84,62,Urban,Silver,52,4.61,Afternoon,Economy,29,126.2308115,1.35,high_demand,high_supply,1.037037037037037,1.631578947368421,103.11574096897078
98,61,Urban,Silver,91,4.28,Night,Economy,95,319.9423796,1.61,high_demand,high_supply,1.2098765432098766,1.605263157894737,334.60126959617423
95,25,Urban,Gold,26,3.62,Morning,Economy,81,207.6129192,3.8,high_demand,low_supply,1.1728395061728396,2.272727272727273,289.8061774119034
79,29,Rural,Silver,29,4.22,Night,Economy,99,304.7441779,2.72,low_demand,low_supply,1.975,2.6363636363636362,354.59827511554494
82,10,Urban,Silver,97,4.43,Night,Economy,177,481.7658793,8.2,high_demand,low_supply,1.0123456790123457,0.9090909090909091,619.3161105296888
87,5,Rural,Gold,6,3.76,Evening,Economy,28,83.33537482,17.4,high_demand,low_supply,1.0740740740740742,0.45454545454545453,89.85198420420147
83,35,Rural,Gold,3,4.32,Night,Premium,116,513.6451022,2.37,high_demand,low_supply,1.0246913580246915,3.1818181818181817,465.9370531030205
47,9,Rural,Regular,5,4.81,Night,Premium,178,561.3748775,5.22,low_demand,low_supply,1.175,0.8181818181818182,665.0496042648444
34,7,Urban,Silver,54,4.71,Night,Premium,149,516.5111729,4.86,low_demand,low_supply,0.85,0.6363636363636364,561.3440342962418
